source,destination,amount,timestamp,channel,is_suspicious
ACC_N_255,ACC_N_246,1692.44,2026-03-07T01:18:44.628514,ACH,False
ACC_N_433,ACC_N_246,3492.81,2026-03-06T10:18:44.628514,ACH,False
ACC_N_59,ACC_N_247,2581.26,2026-04-02T05:18:44.628514,ACH,False
ACC_N_194,ACC_N_247,2446.66,2026-03-13T02:18:44.628514,ACH,False
ACC_N_440,ACC_N_247,3358.67,2026-03-30T01:18:44.628514,ACH,False
ACC_N_18,ACC_N_248,2117.95,2026-03-14T06:18:44.628514,ACH,False
ACC_N_184,ACC_N_248,1864.34,2026-03-15T15:18:44.628514,ACH,False
ACC_N_228,ACC_N_248,1459.11,2026-03-29T22:18:44.628514,ACH,False
ACC_N_102,ACC_N_249,4404.59,2026-03-20T05:18:44.628514,ACH,False
ACC_N_163,ACC_N_249,4938.94,2026-03-14T20:18:44.628514,ACH,False
ACC_N_178,ACC_N_249,2992.27,2026-03-27T13:18:44.628514,ACH,False
ACC_N_235,ACC_N_249,4575.28,2026-03-11T02:18:44.628514,ACH,False
ACC_N_122,ACC_N_250,218.05,2026-03-12T21:18:44.628514,ACH,False
ACC_N_208,ACC_N_250,2874.28,2026-03-07T09:18:44.628514,ACH,False
ACC_N_241,ACC_N_250,3139.1,2026-03-04T23:18:44.628514,ACH,False
ACC_N_458,ACC_N_251,2204.28,2026-03-18T22:18:44.628514,ACH,False
ACC_N_103,ACC_N_252,1487.78,2026-03-17T20:18:44.628514,ACH,False
ACC_N_299,ACC_N_252,403.27,2026-03-08T15:18:44.628514,ACH,False
ACC_N_115,ACC_N_253,4527.9,2026-04-02T12:18:44.628514,ACH,False
ACC_N_210,ACC_N_253,4924.25,2026-03-31T02:18:44.628514,ACH,False
ACC_N_87,ACC_N_254,1941.6,2026-03-10T09:18:44.628514,ACH,False
ACC_N_304,ACC_N_255,4460.97,2026-03-10T22:18:44.628514,ACH,False
ACC_N_360,ACC_N_255,1067.37,2026-03-10T18:18:44.628514,ACH,False
ACC_N_163,ACC_N_256,50.55,2026-03-14T17:18:44.628514,ACH,False
ACC_N_143,ACC_N_257,3823.4,2026-03-09T22:18:44.628514,ACH,False
ACC_N_331,ACC_N_257,3709.05,2026-03-24T18:18:44.628514,ACH,False
ACC_N_354,ACC_N_257,3833.69,2026-03-09T11:18:44.628514,ACH,False
ACC_N_6,ACC_N_258,1293.61,2026-03-08T22:18:44.628514,ACH,False
ACC_N_274,ACC_N_259,2039.33,2026-03-14T17:18:44.628514,ACH,False
ACC_N_321,ACC_N_259,4371.33,2026-03-15T06:18:44.628514,ACH,False
ACC_N_484,ACC_N_259,2619.85,2026-03-22T17:18:44.628514,ACH,False
ACC_N_490,ACC_N_259,2465.43,2026-03-10T09:18:44.628514,ACH,False
ACC_N_236,ACC_N_260,1399.01,2026-03-25T05:18:44.628514,ACH,False
ACC_N_456,ACC_N_260,1747.02,2026-03-31T07:18:44.628514,ACH,False
ACC_N_68,ACC_N_261,2022.05,2026-03-20T13:18:44.628514,ACH,False
ACC_N_455,ACC_N_261,231.95,2026-03-07T20:18:44.628514,ACH,False
ACC_N_152,ACC_N_262,1821.13,2026-03-21T21:18:44.628514,ACH,False
ACC_N_333,ACC_N_262,4798.37,2026-03-25T15:18:44.628514,ACH,False
ACC_N_445,ACC_N_262,545.69,2026-03-16T12:18:44.628514,ACH,False
ACC_N_3,ACC_N_263,3181.14,2026-03-30T12:18:44.628514,ACH,False
ACC_N_43,ACC_N_263,3561.29,2026-03-21T04:18:44.628514,ACH,False
ACC_N_185,ACC_N_263,2528.75,2026-03-18T00:18:44.628514,ACH,False
ACC_N_268,ACC_N_263,705.91,2026-03-04T22:18:44.628514,ACH,False
ACC_N_427,ACC_N_263,3398.75,2026-03-10T00:18:44.628514,ACH,False
ACC_N_500,ACC_N_263,2644.89,2026-03-26T11:18:44.628514,ACH,False
ACC_N_55,ACC_N_264,2080.94,2026-03-16T00:18:44.628514,ACH,False
ACC_N_338,ACC_N_264,4005.67,2026-03-14T23:18:44.628514,ACH,False
ACC_N_443,ACC_N_264,2900.93,2026-04-01T08:18:44.628514,ACH,False
ACC_N_492,ACC_N_264,3109.56,2026-03-18T09:18:44.628514,ACH,False
ACC_N_297,ACC_N_267,1439.33,2026-03-27T05:18:44.628514,ACH,False
ACC_N_361,ACC_N_267,1494.11,2026-03-29T15:18:44.628514,ACH,False
ACC_N_136,ACC_N_268,2668.73,2026-04-02T17:18:44.628514,ACH,False
ACC_N_141,ACC_N_268,100.58,2026-03-23T20:18:44.628514,ACH,False
ACC_N_237,ACC_N_268,219.47,2026-03-26T14:18:44.628514,ACH,False
ACC_N_291,ACC_N_268,3330.19,2026-03-11T23:18:44.628514,ACH,False
ACC_N_302,ACC_N_268,1524.6,2026-03-22T21:18:44.628514,ACH,False
ACC_N_348,ACC_N_268,3314.76,2026-03-07T08:18:44.628514,ACH,False
ACC_N_406,ACC_N_268,3096.25,2026-03-30T20:18:44.628514,ACH,False
ACC_N_461,ACC_N_268,4031.18,2026-03-10T14:18:44.628514,ACH,False
ACC_N_273,ACC_N_269,323.14,2026-03-26T16:18:44.628514,ACH,False
ACC_N_296,ACC_N_269,3487.91,2026-03-15T18:18:44.628514,ACH,False
ACC_N_323,ACC_N_269,2169.85,2026-03-10T20:18:44.628514,ACH,False
ACC_N_325,ACC_N_269,2205.95,2026-03-25T08:18:44.628514,ACH,False
ACC_N_17,ACC_N_270,1992.68,2026-03-08T23:18:44.628514,ACH,False
ACC_N_174,ACC_N_270,4025.45,2026-03-11T23:18:44.628514,ACH,False
ACC_N_289,ACC_N_270,3955.03,2026-03-12T23:18:44.628514,ACH,False
ACC_N_336,ACC_N_270,3811.29,2026-03-10T18:18:44.628514,ACH,False
ACC_N_257,ACC_N_271,3877.3,2026-03-09T10:18:44.628514,ACH,False
ACC_N_331,ACC_N_271,1882.96,2026-03-13T12:18:44.628514,ACH,False
ACC_N_380,ACC_N_272,1345.86,2026-03-17T18:18:44.628514,ACH,False
ACC_N_153,ACC_N_273,1835.98,2026-03-23T17:18:44.628514,ACH,False
ACC_N_306,ACC_N_273,4773.65,2026-03-11T18:18:44.628514,ACH,False
ACC_N_45,ACC_N_274,4175.62,2026-03-11T16:18:44.628514,ACH,False
ACC_N_495,ACC_N_274,4105.63,2026-03-15T07:18:44.628514,ACH,False
ACC_N_361,ACC_N_275,466.69,2026-03-30T15:18:44.628514,ACH,False
ACC_N_146,ACC_N_276,4414.21,2026-03-12T07:18:44.628514,ACH,False
ACC_N_251,ACC_N_276,3753.14,2026-03-06T10:18:44.628514,ACH,False
ACC_N_272,ACC_N_276,1022.5,2026-03-13T06:18:44.628514,ACH,False
ACC_N_456,ACC_N_276,1978.06,2026-03-13T14:18:44.628514,ACH,False
ACC_N_491,ACC_N_276,1148.94,2026-03-31T09:18:44.628514,ACH,False
ACC_N_69,ACC_N_277,4191.8,2026-03-19T22:18:44.628514,ACH,False
ACC_N_183,ACC_N_277,2821.47,2026-04-01T20:18:44.628514,ACH,False
ACC_LAY_C_3,ACC_N_278,849000.0,2026-03-22T20:48:44.628514,Crypto,True
ACC_N_92,ACC_N_279,3805.82,2026-03-09T10:18:44.628514,ACH,False
ACC_N_396,ACC_N_279,644.33,2026-03-28T14:18:44.628514,ACH,False
ACC_N_268,ACC_N_280,3104.71,2026-03-16T22:18:44.628514,ACH,False
ACC_N_376,ACC_N_280,2948.32,2026-03-05T07:18:44.628514,ACH,False
ACC_N_4,ACC_N_281,1608.23,2026-03-09T01:18:44.628514,ACH,False
ACC_N_246,ACC_N_281,1960.23,2026-03-10T13:18:44.628514,ACH,False
ACC_N_51,ACC_N_282,4246.78,2026-03-10T07:18:44.628514,ACH,False
ACC_N_168,ACC_N_282,2972.59,2026-03-15T05:18:44.628514,ACH,False
ACC_N_203,ACC_N_282,2969.29,2026-03-25T06:18:44.628514,ACH,False
ACC_N_320,ACC_N_282,2949.23,2026-04-02T14:18:44.628514,ACH,False
ACC_N_402,ACC_N_282,2214.08,2026-03-31T02:18:44.628514,ACH,False
ACC_N_147,ACC_N_284,4855.87,2026-03-14T06:18:44.628514,ACH,False
ACC_N_34,ACC_N_285,1401.31,2026-03-21T21:18:44.628514,ACH,False
ACC_N_131,ACC_N_285,1442.57,2026-03-07T13:18:44.628514,ACH,False
ACC_N_245,ACC_N_285,1861.7,2026-03-21T18:18:44.628514,ACH,False
ACC_N_269,ACC_N_287,631.05,2026-03-29T05:18:44.628514,ACH,False
ACC_N_347,ACC_N_287,485.65,2026-03-22T19:18:44.628514,ACH,False
ACC_N_33,ACC_N_288,3337.21,2026-03-06T03:18:44.628514,ACH,False
ACC_N_98,ACC_N_288,1605.0,2026-04-02T22:18:44.628514,ACH,False
ACC_N_150,ACC_N_288,396.69,2026-03-09T15:18:44.628514,ACH,False
ACC_N_154,ACC_N_288,306.85,2026-03-23T17:18:44.628514,ACH,False
ACC_N_315,ACC_N_288,3719.62,2026-03-15T19:18:44.628514,ACH,False
ACC_N_326,ACC_N_288,1343.09,2026-03-12T07:18:44.628514,ACH,False
ACC_N_349,ACC_N_288,3791.43,2026-03-25T16:18:44.628514,ACH,False
ACC_N_392,ACC_N_288,3086.93,2026-03-14T03:18:44.628514,ACH,False
ACC_N_33,ACC_N_289,3715.26,2026-03-16T01:18:44.628514,ACH,False
ACC_N_153,ACC_N_289,2124.76,2026-03-18T14:18:44.628514,ACH,False
ACC_N_343,ACC_N_289,2497.92,2026-03-14T03:18:44.628514,ACH,False
ACC_N_450,ACC_N_289,3530.76,2026-03-05T20:18:44.628514,ACH,False
ACC_N_258,ACC_N_290,3620.16,2026-03-25T08:18:44.628514,ACH,False
ACC_N_360,ACC_N_290,1051.78,2026-03-10T14:18:44.628514,ACH,False
ACC_N_406,ACC_N_290,3212.11,2026-03-17T12:18:44.628514,ACH,False
ACC_N_50,ACC_N_291,4054.54,2026-03-09T15:18:44.628514,ACH,False
ACC_N_219,ACC_N_291,3042.65,2026-03-08T21:18:44.628514,ACH,False
ACC_N_253,ACC_N_291,2829.6,2026-03-21T21:18:44.628514,ACH,False
ACC_N_274,ACC_N_291,1075.95,2026-03-13T23:18:44.628514,ACH,False
ACC_N_296,ACC_N_291,2032.02,2026-03-05T22:18:44.628514,ACH,False
ACC_N_301,ACC_N_292,2223.62,2026-03-13T20:18:44.628514,ACH,False
ACC_N_423,ACC_N_292,2605.92,2026-03-24T15:18:44.628514,ACH,False
ACC_N_247,ACC_N_293,1757.41,2026-03-06T11:18:44.628514,ACH,False
ACC_N_354,ACC_N_293,219.75,2026-03-27T10:18:44.628514,ACH,False
ACC_N_449,ACC_N_293,4108.49,2026-04-02T03:18:44.628514,ACH,False
ACC_N_18,ACC_N_294,3483.68,2026-03-19T04:18:44.628514,ACH,False
ACC_N_254,ACC_N_294,1683.25,2026-03-20T07:18:44.628514,ACH,False
ACC_N_318,ACC_N_294,181.26,2026-03-22T23:18:44.628514,ACH,False
ACC_N_181,ACC_N_295,2802.44,2026-03-06T11:18:44.628514,ACH,False
ACC_N_296,ACC_N_295,349.27,2026-03-19T23:18:44.628514,ACH,False
ACC_N_431,ACC_N_295,574.4,2026-03-19T07:18:44.628514,ACH,False
ACC_N_483,ACC_N_295,889.88,2026-03-16T06:18:44.628514,ACH,False
ACC_N_282,ACC_N_296,1848.59,2026-03-11T20:18:44.628514,ACH,False
ACC_N_329,ACC_N_296,2941.87,2026-03-27T21:18:44.628514,ACH,False
ACC_N_212,ACC_N_297,396.54,2026-03-25T00:18:44.628514,ACH,False
ACC_N_238,ACC_N_297,3971.44,2026-03-29T19:18:44.628514,ACH,False
ACC_N_355,ACC_N_297,1981.44,2026-03-06T01:18:44.628514,ACH,False
ACC_N_88,ACC_N_298,527.98,2026-03-27T02:18:44.628514,ACH,False
ACC_N_228,ACC_N_298,337.88,2026-03-30T10:18:44.628514,ACH,False
ACC_N_261,ACC_N_298,1084.65,2026-04-02T13:18:44.628514,ACH,False
ACC_N_326,ACC_N_298,1244.02,2026-03-06T13:18:44.628514,ACH,False
ACC_N_445,ACC_N_298,747.17,2026-03-28T23:18:44.628514,ACH,False
ACC_N_248,ACC_N_299,2875.45,2026-03-26T04:18:44.628514,ACH,False
ACC_N_281,ACC_N_299,3702.27,2026-03-31T20:18:44.628514,ACH,False
ACC_N_486,ACC_N_299,4246.73,2026-03-10T07:18:44.628514,ACH,False
ACC_N_25,ACC_N_300,1856.09,2026-03-06T18:18:44.628514,ACH,False
ACC_N_240,ACC_N_300,4233.89,2026-03-11T01:18:44.628514,ACH,False
ACC_N_287,ACC_N_300,4728.34,2026-03-19T13:18:44.628514,ACH,False
ACC_N_345,ACC_N_300,3280.7,2026-03-15T08:18:44.628514,ACH,False
ACC_N_399,ACC_N_300,2575.02,2026-03-22T07:18:44.628514,ACH,False
ACC_N_416,ACC_N_300,1606.11,2026-03-22T14:18:44.628514,ACH,False
ACC_N_272,ACC_N_301,2516.27,2026-03-25T07:18:44.628514,ACH,False
ACC_N_314,ACC_N_302,4928.02,2026-03-30T23:18:44.628514,ACH,False
ACC_N_292,ACC_N_303,2804.07,2026-03-12T23:18:44.628514,ACH,False
ACC_N_343,ACC_N_303,3683.49,2026-03-22T12:18:44.628514,ACH,False
ACC_N_84,ACC_N_304,2419.39,2026-03-20T19:18:44.628514,ACH,False
ACC_N_112,ACC_N_304,1651.69,2026-03-07T14:18:44.628514,ACH,False
ACC_N_115,ACC_N_304,4032.91,2026-03-14T06:18:44.628514,ACH,False
ACC_N_177,ACC_N_304,990.08,2026-03-14T23:18:44.628514,ACH,False
ACC_N_241,ACC_N_304,3576.23,2026-03-11T12:18:44.628514,ACH,False
ACC_N_242,ACC_N_304,4520.38,2026-03-06T22:18:44.628514,ACH,False
ACC_N_306,ACC_N_304,3509.32,2026-03-27T02:18:44.628514,ACH,False
ACC_N_491,ACC_N_304,2541.0,2026-03-22T13:18:44.628514,ACH,False
ACC_N_75,ACC_N_305,2824.06,2026-03-29T20:18:44.628514,ACH,False
ACC_N_274,ACC_N_305,1592.59,2026-03-09T22:18:44.628514,ACH,False
ACC_N_38,ACC_N_306,820.03,2026-03-24T07:18:44.628514,ACH,False
ACC_N_115,ACC_N_306,416.49,2026-03-26T04:18:44.628514,ACH,False
ACC_N_146,ACC_N_306,846.57,2026-03-27T18:18:44.628514,ACH,False
ACC_N_164,ACC_N_306,2810.57,2026-03-11T20:18:44.628514,ACH,False
ACC_N_286,ACC_N_306,3310.84,2026-03-27T10:18:44.628514,ACH,False
ACC_N_5,ACC_N_307,1478.75,2026-03-31T15:18:44.628514,ACH,False
ACC_N_280,ACC_N_307,1047.34,2026-03-21T15:18:44.628514,ACH,False
ACC_N_449,ACC_N_307,2544.29,2026-04-01T22:18:44.628514,ACH,False
ACC_N_143,ACC_N_308,2399.42,2026-03-25T20:18:44.628514,ACH,False
ACC_N_221,ACC_N_308,1476.96,2026-03-23T23:18:44.628514,ACH,False
ACC_N_463,ACC_N_308,4025.79,2026-03-16T01:18:44.628514,ACH,False
ACC_N_120,ACC_N_309,4198.12,2026-03-12T21:18:44.628514,ACH,False
ACC_N_124,ACC_N_309,4970.93,2026-03-16T05:18:44.628514,ACH,False
ACC_N_214,ACC_N_309,1874.07,2026-04-02T21:18:44.628514,ACH,False
ACC_N_355,ACC_N_309,4764.74,2026-04-02T23:18:44.628514,ACH,False
ACC_N_361,ACC_N_309,1539.65,2026-03-10T06:18:44.628514,ACH,False
ACC_N_137,ACC_N_310,1551.54,2026-04-02T07:18:44.628514,ACH,False
ACC_N_250,ACC_N_310,3469.35,2026-04-01T14:18:44.628514,ACH,False
ACC_N_85,ACC_N_311,4036.82,2026-03-28T03:18:44.628514,ACH,False
ACC_N_244,ACC_N_311,1315.0,2026-03-31T01:18:44.628514,ACH,False
ACC_N_309,ACC_N_311,4250.57,2026-03-14T08:18:44.628514,ACH,False
ACC_N_356,ACC_N_311,2676.67,2026-04-02T02:18:44.628514,ACH,False
ACC_N_430,ACC_N_311,2349.59,2026-03-21T02:18:44.628514,ACH,False
ACC_N_40,ACC_N_312,4034.78,2026-03-10T16:18:44.628514,ACH,False
ACC_N_24,ACC_N_313,2095.63,2026-03-11T21:18:44.628514,ACH,False
ACC_N_387,ACC_N_314,4054.38,2026-03-10T19:18:44.628514,ACH,False
ACC_N_396,ACC_N_314,4225.73,2026-03-31T18:18:44.628514,ACH,False
ACC_N_426,ACC_N_314,4592.98,2026-03-13T11:18:44.628514,ACH,False
ACC_N_297,ACC_N_315,3017.94,2026-03-25T11:18:44.628514,ACH,False
ACC_N_444,ACC_N_315,2623.64,2026-03-08T02:18:44.628514,ACH,False
ACC_N_493,ACC_N_315,4460.04,2026-03-14T10:18:44.628514,ACH,False
ACC_N_9,ACC_N_316,1320.08,2026-03-26T03:18:44.628514,ACH,False
ACC_N_328,ACC_N_316,1924.88,2026-03-09T05:18:44.628514,ACH,False
ACC_N_336,ACC_N_316,2587.77,2026-03-09T01:18:44.628514,ACH,False
ACC_N_263,ACC_N_317,3628.27,2026-04-02T07:18:44.628514,ACH,False
ACC_N_358,ACC_N_317,4689.5,2026-03-20T11:18:44.628514,ACH,False
ACC_N_203,ACC_N_318,4524.48,2026-03-29T05:18:44.628514,ACH,False
ACC_N_260,ACC_N_318,2302.21,2026-03-07T19:18:44.628514,ACH,False
ACC_N_388,ACC_N_318,83.17,2026-03-08T06:18:44.628514,ACH,False
ACC_N_432,ACC_N_318,2548.21,2026-03-13T09:18:44.628514,ACH,False
ACC_N_475,ACC_N_318,930.83,2026-03-27T04:18:44.628514,ACH,False
ACC_N_495,ACC_N_318,4989.93,2026-03-19T14:18:44.628514,ACH,False
ACC_N_498,ACC_N_318,4895.55,2026-03-25T23:18:44.628514,ACH,False
ACC_N_138,ACC_N_319,2387.25,2026-03-12T00:18:44.628514,ACH,False
ACC_N_149,ACC_N_320,3696.12,2026-03-25T11:18:44.628514,ACH,False
ACC_N_394,ACC_N_320,1439.25,2026-04-01T05:18:44.628514,ACH,False
ACC_N_448,ACC_N_320,4845.13,2026-03-13T19:18:44.628514,ACH,False
ACC_N_224,ACC_N_321,2980.27,2026-04-02T06:18:44.628514,ACH,False
ACC_N_497,ACC_N_321,2845.2,2026-03-06T10:18:44.628514,ACH,False
ACC_N_201,ACC_N_322,4143.57,2026-03-09T02:18:44.628514,ACH,False
ACC_N_333,ACC_N_322,4722.89,2026-03-28T18:18:44.628514,ACH,False
ACC_N_350,ACC_N_322,4486.32,2026-03-15T02:18:44.628514,ACH,False
ACC_N_24,ACC_N_323,3641.35,2026-03-27T18:18:44.628514,ACH,False
ACC_N_223,ACC_N_323,4242.67,2026-03-14T10:18:44.628514,ACH,False
ACC_N_480,ACC_N_323,4770.24,2026-03-18T13:18:44.628514,ACH,False
ACC_N_448,ACC_N_324,212.52,2026-03-12T17:18:44.628514,ACH,False
ACC_N_266,ACC_N_325,4713.82,2026-04-01T04:18:44.628514,ACH,False
ACC_N_340,ACC_N_325,2385.17,2026-03-31T04:18:44.628514,ACH,False
ACC_N_370,ACC_N_325,2857.46,2026-03-23T02:18:44.628514,ACH,False
ACC_N_452,ACC_N_325,658.25,2026-03-10T09:18:44.628514,ACH,False
ACC_N_171,ACC_N_326,862.9,2026-03-15T16:18:44.628514,ACH,False
ACC_N_206,ACC_N_326,3318.26,2026-03-29T21:18:44.628514,ACH,False
ACC_N_395,ACC_N_326,2156.56,2026-03-10T20:18:44.628514,ACH,False
ACC_N_460,ACC_N_326,4234.73,2026-03-22T00:18:44.628514,ACH,False
ACC_N_184,ACC_N_327,3460.78,2026-03-19T05:18:44.628514,ACH,False
ACC_N_222,ACC_N_327,3331.25,2026-03-29T19:18:44.628514,ACH,False
ACC_N_58,ACC_N_328,2251.09,2026-03-30T15:18:44.628514,ACH,False
ACC_N_114,ACC_N_328,3656.11,2026-03-22T19:18:44.628514,ACH,False
ACC_N_333,ACC_N_328,2208.15,2026-03-16T14:18:44.628514,ACH,False
ACC_N_437,ACC_N_328,1168.42,2026-03-27T09:18:44.628514,ACH,False
ACC_N_3,ACC_N_329,1907.03,2026-03-31T05:18:44.628514,ACH,False
ACC_N_167,ACC_N_329,2348.36,2026-03-24T06:18:44.628514,ACH,False
ACC_N_171,ACC_N_329,1111.66,2026-03-09T08:18:44.628514,ACH,False
ACC_N_187,ACC_N_329,2227.61,2026-03-07T08:18:44.628514,ACH,False
ACC_N_300,ACC_N_329,3121.53,2026-03-29T09:18:44.628514,ACH,False
ACC_N_445,ACC_N_329,1685.88,2026-03-11T10:18:44.628514,ACH,False
ACC_N_177,ACC_N_330,4196.16,2026-03-17T18:18:44.628514,ACH,False
ACC_N_251,ACC_N_330,3326.71,2026-03-10T14:18:44.628514,ACH,False
ACC_N_352,ACC_N_330,1074.71,2026-03-10T01:18:44.628514,ACH,False
ACC_N_380,ACC_N_330,293.34,2026-03-07T20:18:44.628514,ACH,False
ACC_N_384,ACC_N_330,369.49,2026-03-22T17:18:44.628514,ACH,False
ACC_N_474,ACC_N_330,3787.76,2026-03-10T19:18:44.628514,ACH,False
ACC_N_120,ACC_N_331,1014.26,2026-03-13T03:18:44.628514,ACH,False
ACC_N_165,ACC_N_331,406.62,2026-04-01T10:18:44.628514,ACH,False
ACC_N_297,ACC_N_331,4394.63,2026-03-12T23:18:44.628514,ACH,False
ACC_N_344,ACC_N_331,2530.31,2026-03-30T01:18:44.628514,ACH,False
ACC_N_393,ACC_N_331,683.6,2026-03-21T01:18:44.628514,ACH,False
ACC_N_33,ACC_N_332,2760.44,2026-03-28T12:18:44.628514,ACH,False
ACC_N_57,ACC_N_332,2436.06,2026-03-08T23:18:44.628514,ACH,False
ACC_N_54,ACC_N_333,2364.64,2026-03-18T11:18:44.628514,ACH,False
ACC_N_57,ACC_N_333,4267.07,2026-03-20T17:18:44.628514,ACH,False
ACC_N_84,ACC_N_333,4883.27,2026-03-26T10:18:44.628514,ACH,False
ACC_N_115,ACC_N_333,3278.77,2026-03-25T03:18:44.628514,ACH,False
ACC_N_345,ACC_N_333,3892.54,2026-03-24T03:18:44.628514,ACH,False
ACC_N_433,ACC_N_333,2917.89,2026-03-27T22:18:44.628514,ACH,False
ACC_N_59,ACC_N_334,4413.08,2026-03-10T20:18:44.628514,ACH,False
ACC_N_393,ACC_N_334,643.75,2026-03-28T10:18:44.628514,ACH,False
ACC_N_451,ACC_N_334,3931.75,2026-03-24T22:18:44.628514,ACH,False
ACC_N_110,ACC_N_335,3320.62,2026-03-14T19:18:44.628514,ACH,False
ACC_N_416,ACC_N_335,3101.75,2026-03-25T08:18:44.628514,ACH,False
ACC_N_467,ACC_N_335,2352.13,2026-03-28T19:18:44.628514,ACH,False
ACC_N_14,ACC_N_336,1162.88,2026-03-18T06:18:44.628514,ACH,False
ACC_N_369,ACC_N_336,2029.7,2026-03-07T02:18:44.628514,ACH,False
ACC_N_458,ACC_N_336,355.2,2026-03-20T04:18:44.628514,ACH,False
ACC_N_499,ACC_N_336,2586.64,2026-03-19T03:18:44.628514,ACH,False
ACC_N_116,ACC_N_337,3802.7,2026-03-26T06:18:44.628514,ACH,False
ACC_N_156,ACC_N_337,1601.55,2026-03-26T05:18:44.628514,ACH,False
ACC_N_205,ACC_N_337,1408.68,2026-04-01T07:18:44.628514,ACH,False
ACC_N_332,ACC_N_337,2164.91,2026-03-09T14:18:44.628514,ACH,False
ACC_N_341,ACC_N_337,939.05,2026-03-16T07:18:44.628514,ACH,False
ACC_N_451,ACC_N_337,4165.25,2026-03-17T17:18:44.628514,ACH,False
ACC_N_85,ACC_N_338,4110.49,2026-03-11T02:18:44.628514,ACH,False
ACC_N_120,ACC_N_338,3962.54,2026-03-23T18:18:44.628514,ACH,False
ACC_N_149,ACC_N_338,1648.36,2026-03-09T04:18:44.628514,ACH,False
ACC_N_187,ACC_N_338,1093.07,2026-03-31T03:18:44.628514,ACH,False
ACC_N_446,ACC_N_338,2517.45,2026-03-23T06:18:44.628514,ACH,False
ACC_N_10,ACC_N_339,1192.46,2026-03-08T13:18:44.628514,ACH,False
ACC_N_13,ACC_N_339,3060.63,2026-03-23T21:18:44.628514,ACH,False
ACC_N_221,ACC_N_339,3626.13,2026-03-16T10:18:44.628514,ACH,False
ACC_N_496,ACC_N_339,3414.23,2026-03-15T22:18:44.628514,ACH,False
ACC_N_34,ACC_N_340,1157.15,2026-03-12T14:18:44.628514,ACH,False
ACC_N_43,ACC_N_340,3954.24,2026-03-23T19:18:44.628514,ACH,False
ACC_N_55,ACC_N_340,3204.81,2026-03-17T13:18:44.628514,ACH,False
ACC_N_119,ACC_N_340,1903.54,2026-03-18T00:18:44.628514,ACH,False
ACC_N_147,ACC_N_340,1566.62,2026-03-26T17:18:44.628514,ACH,False
ACC_N_198,ACC_N_340,2722.21,2026-03-05T02:18:44.628514,ACH,False
ACC_N_84,ACC_N_341,3303.7,2026-03-14T03:18:44.628514,ACH,False
ACC_N_280,ACC_N_341,3668.96,2026-03-25T01:18:44.628514,ACH,False
ACC_N_229,ACC_N_342,1038.97,2026-04-02T01:18:44.628514,ACH,False
ACC_N_274,ACC_N_342,1050.06,2026-03-25T21:18:44.628514,ACH,False
ACC_N_316,ACC_N_342,780.91,2026-03-13T05:18:44.628514,ACH,False
ACC_N_421,ACC_N_342,1094.04,2026-03-20T01:18:44.628514,ACH,False
ACC_N_195,ACC_N_343,4795.74,2026-03-20T05:18:44.628514,ACH,False
ACC_N_247,ACC_N_343,4393.73,2026-03-06T08:18:44.628514,ACH,False
ACC_N_384,ACC_N_343,2058.11,2026-03-24T22:18:44.628514,ACH,False
ACC_N_81,ACC_N_344,1392.0,2026-03-31T20:18:44.628514,ACH,False
ACC_N_109,ACC_N_344,4905.29,2026-03-23T07:18:44.628514,ACH,False
ACC_N_133,ACC_N_344,4963.23,2026-03-05T05:18:44.628514,ACH,False
ACC_N_223,ACC_N_344,1858.71,2026-03-14T03:18:44.628514,ACH,False
ACC_N_56,ACC_N_345,1897.96,2026-03-24T22:18:44.628514,ACH,False
ACC_N_265,ACC_N_345,4865.96,2026-03-14T04:18:44.628514,ACH,False
ACC_N_317,ACC_N_345,1788.91,2026-03-06T10:18:44.628514,ACH,False
ACC_N_354,ACC_N_345,1102.12,2026-03-12T06:18:44.628514,ACH,False
ACC_N_484,ACC_N_345,3801.46,2026-03-16T01:18:44.628514,ACH,False
ACC_N_65,ACC_N_346,800.3,2026-03-14T20:18:44.628514,ACH,False
ACC_N_106,ACC_N_346,2853.0,2026-03-28T08:18:44.628514,ACH,False
ACC_N_235,ACC_N_346,2672.61,2026-03-25T23:18:44.628514,ACH,False
ACC_N_41,ACC_N_347,4678.73,2026-04-01T07:18:44.628514,ACH,False
ACC_N_95,ACC_N_347,1281.41,2026-03-18T17:18:44.628514,ACH,False
ACC_N_408,ACC_N_347,1610.67,2026-03-07T01:18:44.628514,ACH,False
ACC_N_409,ACC_N_347,4341.79,2026-03-09T03:18:44.628514,ACH,False
ACC_N_417,ACC_N_347,1688.36,2026-03-28T14:18:44.628514,ACH,False
ACC_N_424,ACC_N_347,645.24,2026-03-17T12:18:44.628514,ACH,False
ACC_N_450,ACC_N_347,330.21,2026-03-21T11:18:44.628514,ACH,False
ACC_N_473,ACC_N_347,3545.22,2026-03-07T15:18:44.628514,ACH,False
ACC_N_17,ACC_N_348,183.81,2026-03-11T05:18:44.628514,ACH,False
ACC_N_445,ACC_N_348,1088.28,2026-03-17T10:18:44.628514,ACH,False
ACC_N_463,ACC_N_349,523.23,2026-03-14T08:18:44.628514,ACH,False
ACC_N_252,ACC_N_350,2052.13,2026-03-08T15:18:44.628514,ACH,False
ACC_N_266,ACC_N_350,2161.26,2026-03-19T19:18:44.628514,ACH,False
ACC_N_348,ACC_N_350,3451.21,2026-03-29T14:18:44.628514,ACH,False
